,warehouse,date,Predicted roads
0,Cergy,2021-01-01,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy']]"
1,Cergy,2021-01-03,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Troyes', 'Meaux', 'Noisy-le-Grand', 'Champigny-sur-Marne', 'Saint-Maur-des-Fossés', 'Créteil', 'Ivry-sur-Seine', 'Montreuil', 'Drancy', 'Aubervilliers', 'Saint-Denis', 'Épinay-sur-Seine', 'Amiens', 'Lille', 'Boulogne-sur-Mer', 'Rouen', 'Nanterre', 'Neuilly-sur-Seine', 'Levallois-Perret', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Versailles', 'Antony', 'Courcouronnes', 'Bourges']]"
2,Cergy,2021-01-05,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Troyes', 'Meaux', 'Noisy-le-Grand', 'Saint-Maur-des-Fossés', 'Créteil', 'Maisons-Alfort', 'Vitry-sur-Seine', 'Pantin', 'Aubervilliers', 'Sarcelles', 'Beauvais', 'Amiens', 'Lille', 'Tourcoing', 'Calais', 'Boulogne-sur-Mer', 'Rouen', 'Orléans', 'Tours', 'Bourges'], ['Cergy', 'Courcouronnes', 'Antony', 'Boulogne-Billancourt', 'Versailles', 'Rueil-Malmaison', 'Nanterre', 'Colombes', 'Courbevoic', 'Neuilly-sur-Seine', 'Levallois-Perret', 'Clichy', 'Carrières-sur-Seine', 'Épinay-sur-Seine', 'Saint-Denis', 'Drancy', 'Le Blanc-Mesnil', 'Aulnay-sous-Bois', 'Montreuil']]"
3,Cergy,2021-01-07,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Troyes', 'Reims', 'Meaux', 'Troyes'], ['Cergy', 'Saint-Maur-des-Fossés', 'Ivry-sur-Seine', 'Maisons-Alfort', 'Créteil', 'Maisons-Alfort'], ['Cergy', 'Roubaix', 'Tourcoing', 'Dunkerque', 'Calais', 'Lille'], ['Cergy', 'Bourges', 'Orléans', 'Le Havre', 'Sarcelles', 'Le Blanc-Mesnil', 'Drancy', 'Sarcelles', 'Carrières-sur-Seine', 'Courbevoic', 'Carrières-sur-Seine', 'Clichy', 'Épinay-sur-Seine', 'Saint-Denis', 'Épinay-sur-Seine', 'Clichy', 'Levallois-Perret', 'Neuilly-sur-Seine', 'Courbevoic', 'Issy-les-Moulineaux', 'Antony', 'Courcouronnes'], ['Cergy', 'Montreuil', 'Épinay-sur-Seine', 'Cergy', 'Beauvais', 'Amiens'], ['Cergy', 'Champigny-sur-Marne', 'Noisy-le-Grand'], ['Cergy', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Neuilly-sur-Seine', 'Nanterre', 'Rouen', 'Rueil-Malmaison', 'Courcouronnes'], ['Cergy', 'Troyes', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Aubervilliers', 'Clichy', 'Pantin', 'Noisy-le-Grand'], ['Cergy', 'Montreuil', 'Saint-Maur-des-Fossés', 'Champigny-sur-Marne', 'Montreuil', 'Pantin', 'Aubervilliers', 'Nanterre', 'Orléans']]"
4,Cergy,2021-01-09,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Boulogne-sur-Mer', 'Calais'], ['Cergy', 'Orléans', 'Amiens', 'Dunkerque', 'Tourcoing'], ['Cergy'], ['Cergy', 'Roubaix'], ['Cergy', 'Saint-Maur-des-Fossés', 'Créteil', 'Maisons-Alfort', 'Paris', 'Carrières-sur-Seine', 'Levallois-Perret', 'Neuilly-sur-Seine', 'Courbevoic', 'Clichy', 'Maisons-Alfort'], ['Cergy', 'Carrières-sur-Seine', 'Cergy', 'Levallois-Perret', 'Champigny-sur-Marne'], ['Cergy', 'Troyes', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Sarcelles', 'Argenteuil', 'Colombes', 'Courbevoic', 'Nanterre', 'Rueil-Malmaison', 'Cergy', 'Boulogne-Billancourt', 'Ivry-sur-Seine', 'Créteil'], ['Cergy', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Drancy', 'Épinay-sur-Seine', 'Saint-Denis', 'Aubervilliers'], ['Cergy', 'Pantin', 'Cergy', 'Le Havre', 'Versailles', 'Antony', 'Ivry-sur-Seine', 'Vitry-sur-Seine'], ['Cergy', 'Créteil', 'Paris', 'Levallois-Perret', 'Neuilly-sur-Seine', 'Courcouronnes'], ['Cergy', 'Noisy-le-Grand', 'Pantin', 'Aubervilliers', 'Pantin'], ['Cergy', 'Créteil', 'Paris', 'Levallois-Perret', 'Courbevoic', 'Argenteuil', 'Sarcelles', 'Drancy'], ['Cergy', 'Reims', 'Meaux', 'Noisy-le-Grand', 'Champigny-sur-Marne', 'Saint-Maur-des-Fossés'], ['Cergy', 'Bourges', 'Tours']]"
5,Cergy,2021-01-11,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Boulogne-sur-Mer'], ['Cergy', 'Saint-Maur-des-Fossés', 'Clichy', 'Épinay-sur-Seine', 'Colombes', 'Courbevoic', 'Rueil-Malmaison', 'Levallois-Perret', 'Carrières-sur-Seine', 'Neuilly-sur-Seine', 'Nanterre', 'Rouen'], ['Cergy'], ['Cergy', 'Roubaix', 'Dunkerque', 'Rouen', 'Beauvais'], ['Cergy', 'Orléans'], ['Cergy', 'Tourcoing', 'Lille'], ['Cergy', 'Amiens'], ['Cergy', 'Noisy-le-Grand', 'Pantin', 'Argenteuil', 'Beauvais', 'Amiens'], ['Cergy', 'Rueil-Malmaison', 'Nanterre', 'Cergy', 'Carrières-sur-Seine', 'Montreuil'], ['Cergy', 'Colombes', 'Neuilly-sur-Seine'], ['Cergy', 'Troyes', 'Aulnay-sous-Bois', 'Sarcelles'], ['Cergy', 'Calais', 'Boulogne-sur-Mer', 'Calais', 'Lille'], ['Cergy', 'Tourcoing', 'Lille'], ['Cergy', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Sarcelles', 'Épinay-sur-Seine', 'Saint-Denis'], ['Cergy', 'Créteil', 'Courbevoic', 'Rueil-Malmaison'], ['Cergy', 'Drancy', 'Épinay-sur-Seine'], ['Cergy', 'Saint-Maur-des-Fossés'], ['Cergy', 'Reims', 'Meaux', 'Champigny-sur-Marne', 'Noisy-le-Grand'], ['Cergy', 'Aubervilliers', 'Clichy', 'Carrières-sur-Seine', 'Levallois-Perret'], ['Cergy', 'Montreuil', 'Pantin', 'Maisons-Alfort', 'Ivry-sur-Seine'], ['Cergy', 'Bourges', 'Tours', 'Courcouronnes', 'Antony', 'Boulogne-Billancourt', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Versailles', 'Rouen', 'Le Havre', 'Lille']]"
6,Cergy,2021-01-13,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Le Havre', 'Versailles', 'Rueil-Malmaison', 'Antony'], ['Cergy', 'Calais', 'Boulogne-sur-Mer', 'Rouen', 'Rueil-Malmaison'], ['Cergy', 'Neuilly-sur-Seine', 'Rouen', 'Boulogne-sur-Mer'], ['Cergy', 'Calais'], ['Cergy', 'Troyes'], ['Cergy', 'Épinay-sur-Seine', 'Rouen', 'Rueil-Malmaison', 'Boulogne-Billancourt', 'Issy-les-Moulineaux', 'Ivry-sur-Seine'], ['Cergy', 'Roubaix', 'Tourcoing'], ['Cergy', 'Calais', 'Tourcoing'], ['Cergy', 'Beauvais', 'Amiens'], ['Cergy', 'Sarcelles', 'Cergy', 'Rouen', 'Le Havre', 'Versailles', 'Courcouronnes'], ['Cergy', 'Clichy', 'Carrières-sur-Seine', 'Colombes', 'Argenteuil', 'Clichy', 'Aubervilliers', 'Noisy-le-Grand'], ['Cergy', 'Montreuil', 'Carrières-sur-Seine', 'Nanterre', 'Clichy', 'Paris', 'Créteil'], ['Cergy', 'Saint-Maur-des-Fossés', 'Carrières-sur-Seine', 'Colombes', 'Cergy', 'Épinay-sur-Seine', 'Saint-Denis', 'Noisy-le-Grand'], ['Cergy', 'Créteil', 'Paris', 'Colombes', 'Montreuil'], ['Cergy', 'Tours', 'Cergy', 'Drancy', 'Noisy-le-Grand'], ['Cergy', 'Neuilly-sur-Seine', 'Versailles', 'Antony'], ['Cergy', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Issy-les-Moulineaux'], ['Cergy', 'Saint-Maur-des-Fossés', 'Paris'], ['Cergy', 'Pantin'], ['Cergy', 'Pantin', 'Aubervilliers', 'Saint-Denis', 'Clichy', 'Levallois-Perret', 'Courbevoic', 'Neuilly-sur-Seine'], ['Cergy', 'Troyes', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Drancy', 'Le Blanc-Mesnil'], ['Cergy', 'Antony'], ['Cergy', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Antony'], ['Cergy', 'Roubaix', 'Tourcoing', 'Dunkerque', 'Calais', 'Lille', 'Meaux'], ['Cergy', 'Noisy-le-Grand', 'Paris'], ['Cergy', 'Ivry-sur-Seine', 'Maisons-Alfort', 'Champigny-sur-Marne'], ['Cergy', 'Bourges', 'Orléans', 'Courcouronnes', 'Champigny-sur-Marne']]"
7,Cergy,2021-01-15,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Roubaix', 'Le Havre', 'Rouen', 'Antony', 'Courcouronnes'], ['Cergy', 'Roubaix', 'Dunkerque', 'Boulogne-sur-Mer', 'Beauvais'], ['Cergy', 'Clichy', 'Courbevoic', 'Rueil-Malmaison', 'Vitry-sur-Seine'], ['Cergy', 'Tours', 'Versailles', 'Rueil-Malmaison', 'Courbevoic', 'Clichy', 'Aubervilliers', 'Noisy-le-Grand'], ['Cergy', 'Versailles', 'Rueil-Malmaison', 'Argenteuil', 'Noisy-le-Grand'], ['Cergy', 'Créteil', 'Courbevoic', 'Argenteuil', 'Noisy-le-Grand'], ['Cergy', 'Maisons-Alfort', 'Saint-Maur-des-Fossés'], ['Cergy', 'Beauvais', 'Amiens', 'Calais', 'Dunkerque', 'Tourcoing'], ['Cergy', 'Courcouronnes', 'Vitry-sur-Seine'], ['Cergy', 'Issy-les-Moulineaux', 'Neuilly-sur-Seine', 'Levallois-Perret', 'Champigny-sur-Marne'], ['Cergy', 'Montreuil', 'Clichy', 'Levallois-Perret', 'Nanterre', 'Paris'], ['Cergy', 'Le Blanc-Mesnil', 'Saint-Denis', 'Pantin'], ['Cergy', 'Antony', 'Issy-les-Moulineaux', 'Montreuil', 'Aulnay-sous-Bois', 'Troyes'], ['Cergy', 'Montreuil', 'Le Blanc-Mesnil'], ['Cergy', 'Troyes', 'Noisy-le-Grand', 'Meaux', 'Reims'], ['Cergy', 'Lille', 'Boulogne-sur-Mer', 'Beauvais', 'Argenteuil', 'Épinay-sur-Seine', 'Saint-Denis', 'Drancy'], ['Cergy', 'Saint-Maur-des-Fossés', 'Champigny-sur-Marne'], ['Cergy', 'Vitry-sur-Seine', 'Ivry-sur-Seine', 'Créteil'], ['Cergy', 'Bourges', 'Orléans', 'Versailles', 'Antony', 'Vitry-sur-Seine'], ['Cergy', 'Clichy', 'Carrières-sur-Seine', 'Colombes', 'Calais', 'Lille']]"
8,Cergy,2021-01-17,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Roubaix', 'Tourcoing', 'Boulogne-sur-Mer'], ['Cergy', 'Drancy', 'Sarcelles', 'Rouen', 'Boulogne-sur-Mer'], ['Cergy', 'Boulogne-sur-Mer', 'Tourcoing'], ['Cergy', 'Roubaix'], ['Cergy', 'Créteil', 'Rueil-Malmaison', 'Nanterre', 'Cergy', 'Courbevoic', 'Neuilly-sur-Seine', 'Paris', 'Champigny-sur-Marne'], ['Cergy', 'Montreuil', 'Aubervilliers', 'Saint-Denis', 'Aubervilliers'], ['Cergy', 'Tours'], ['Cergy', 'Noisy-le-Grand', 'Pantin', 'Clichy', 'Carrières-sur-Seine', 'Colombes', 'Épinay-sur-Seine'], ['Cergy', 'Créteil', 'Nanterre', 'Cergy', 'Carrières-sur-Seine', 'Levallois-Perret', 'Champigny-sur-Marne'], ['Cergy', 'Neuilly-sur-Seine'], ['Cergy', 'Courcouronnes', 'Versailles', 'Levallois-Perret', 'Clichy', 'Maisons-Alfort'], ['Cergy', 'Créteil', 'Rueil-Malmaison', 'Courbevoic', 'Carrières-sur-Seine', 'Clichy'], ['Cergy', 'Maisons-Alfort', 'Ivry-sur-Seine', 'Issy-les-Moulineaux', 'Neuilly-sur-Seine'], ['Cergy', 'Épinay-sur-Seine', 'Roubaix', 'Tourcoing'], ['Cergy', 'Saint-Denis', 'Épinay-sur-Seine', 'Drancy'], ['Cergy', 'Noisy-le-Grand', 'Aulnay-sous-Bois', 'Le Blanc-Mesnil', 'Le Havre', 'Courcouronnes'], ['Cergy', 'Antony'], ['Cergy', 'Troyes'], ['Cergy', 'Reims'], ['Cergy', 'Maisons-Alfort', 'Ivry-sur-Seine', 'Issy-les-Moulineaux', 'Boulogne-Billancourt', 'Issy-les-Moulineaux'], ['Cergy', 'Vitry-sur-Seine'], ['Cergy', 'Créteil', 'Maisons-Alfort', 'Vitry-sur-Seine'], ['Cergy', 'Saint-Maur-des-Fossés', 'Champigny-sur-Marne'], ['Cergy', 'Saint-Maur-des-Fossés', 'Champigny-sur-Marne'], ['Cergy', 'Noisy-le-Grand', 'Champigny-sur-Marne'], ['Cergy', 'Antony', 'Vitry-sur-Seine', 'Aulnay-sous-Bois', 'Drancy', 'Pantin'], ['Cergy', 'Bourges', 'Orléans', 'Antony', 'Ivry-sur-Seine'], ['Cergy', 'Saint-Maur-des-Fossés', 'Antony', 'Levallois-Perret', 'Carrières-sur-Seine', 'Sarcelles', 'Beauvais', 'Amiens', 'Calais', 'Dunkerque', 'Roubaix', 'Bourges']]"
9,Cergy,2021-01-19,"[['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy'], ['Cergy', 'Tourcoing', 'Roubaix', 'Lille'], ['Cergy', 'Antony'], ['Cergy', 'Versailles', 'Rueil-Malmaison', 'Nanterre', 'Levallois-Perret', 'Maisons-Alfort', 'Créteil'], ['Cergy', 'Saint-Denis', 'Argenteuil', 'Le Havre', 'Courcouronnes'], ['Cergy', 'Maisons-Alfort', 'Carrières-sur-Seine', 'Cergy', 'Beauvais'], ['Cergy', 'Meaux', 'Drancy', 'Noisy-le-Grand'], ['Cergy', 'Vitry-sur-Seine', 'Issy-les-Moulineaux', 'Ivry-sur-Seine', 'Vitry-sur-Seine'], ['Cergy', 'Colombes', 'Courbevoic', 'Clichy'], ['Cergy', 'Boulogne-Billancourt'], ['Cergy', 'Neuilly-sur-Seine', 'Courbevoic', 'Maisons-Alfort', 'Créteil'], ['Cergy', 'Saint-Denis', 'Épinay-sur-Seine'], ['Cergy', 'Boulogne-sur-Mer', 'Amiens', 'Rouen', 'Sarcelles', 'Le Blanc-Mesnil'], ['Cergy', 'Saint-Maur-des-Fossés'], ['Cergy', 'Carrières-sur-Seine', 'Colombes'], ['Cergy', 'Troyes', 'Reims', 'Champigny-sur-Marne', 'Saint-Maur-des-Fossés', 'Pantin', 'Champigny-sur-Marne'], ['Cergy', 'Pantin', 'Aubervilliers', 'Saint-Denis'], ['Cergy', 'Paris', 'Levallois-Perret', 'Boulogne-Billancourt', 'Antony'], ['Cergy', 'Lille', 'Dunkerque', 'Calais', 'Beauvais', 'Cergy', 'Boulogne-Billancourt', 'Versailles'], ['Cergy', 'Sarcelles'], ['Cergy', 'Ivry-sur-Seine', 'Antony'], ['Cergy', 'Montreuil'], ['Cergy', 'Montreuil', 'Colombes', 'Argenteuil'], ['Cergy', 'Reims', 'Aulnay-sous-Bois', 'Colombes', 'Cergy', 'Épinay-sur-Seine'], ['Cergy', 'Orléans'], ['Cergy', 'Antony', 'Boulogne-Billancourt', 'Versailles'], ['Cergy', 'Aubervilliers', 'Drancy', 'Troyes'], ['Cergy', 'Bourges', 'Tours', 'Orléans', 'Courcouronnes'], ['Cergy', 'Orléans']]"
